index,roll,pitch,yaw,accx,accy,accz,gyrox,gyroy,gyroz
267,17.3601,0.977641,-73.8828,0.0624878,3.20023,9.64038,-1.61979,0.281137,-0.121155
268,16.4391,1.13637,-73.8961,-0.0416288,3.1687,9.41667,-1.62831,0.25131,-0.0902625
269,15.5376,1.24655,-73.9103,-0.147808,3.02298,9.49844,-1.57078,0.119217,-0.0636309
270,14.6897,1.27135,-73.9326,0.153391,2.89229,9.336,-1.46106,-0.0299199,-0.0401951
271,13.8226,1.22465,-73.9726,-0.327826,2.51409,9.73787,-1.34388,-0.107684,-0.031673
272,13.0798,1.15262,-74.0165,-0.295802,2.33566,9.97356,-1.25866,-0.167339,-0.0465867
273,12.5868,1.09587,-74.0485,-0.225561,2.25054,9.8524,-1.20114,-0.155621,-0.0487172
274,11.7231,1.02017,-74.1108,-0.125378,2.13376,10.3306,-1.12976,-0.0767916,-0.0657614
275,11.0722,0.997505,-74.159,-0.0492306,1.97116,10.3955,-1.1287,-0.00967991,-0.0785446
276,10.4792,1.02238,-74.1908,-0.0697195,1.98075,10.1094,-1.17877,0.0979118,-0.0625656
277,9.65348,1.11722,-74.2138,-0.0584881,1.79891,10.1115,-1.22244,0.149044,-0.0487172
278,8.9449,1.20592,-74.2274,-0.294128,1.54705,9.837,-1.24268,0.145849,-0.0423256
279,8.22884,1.28712,-74.2385,-0.426272,1.39939,10.0913,-1.25334,0.103238,-0.0423256
280,7.64085,1.31628,-74.2509,-0.448618,1.33994,10.1473,-1.3034,0.00629906,-0.0412603
281,6.70079,1.32807,-74.2684,-0.52114,1.15088,10.3117,-1.39821,-0.013941,-0.0295424
282,5.86827,1.34596,-74.2799,-0.497483,0.871438,10.1751,-1.45787,0.0233433,-0.031673
283,5.17227,1.36148,-74.2933,-0.510804,0.833204,10.2747,-1.53137,0.00310326,-0.0423256
284,4.07802,1.39294,-74.3234,-0.378298,0.55542,10.4794,-1.61979,0.0467791,-0.0540435
285,3.10434,1.43096,-74.3534,-0.466173,0.308991,10.2973,-1.7082,0.0574317,-0.0732183
286,2.08913,1.4758,-74.3962,-0.189893,0.0334778,10.2193,-1.77638,0.0840634,-0.092393
287,0.926845,1.53517,-74.4415,-0.350034,0.262931,10.0599,-1.90102,0.104303,-0.0636309
288,-0.198441,1.62843,-74.4575,-0.707743,0.0745232,10.1898,-2.02139,0.145849,-0.0178245
289,-1.36234,1.70812,-74.4607,-0.29347,-0.0734843,10.1726,-2.05654,0.140522,0.00454602
290,-2.52501,1.81391,-74.4594,-0.255069,-0.256961,10.6166,-2.03737,0.221482,0.00774181
291,-3.5722,1.95113,-74.4652,-0.225171,-0.529086,10.7483,-2.0395,0.300312,-0.00291083
292,-4.84984,2.18725,-74.4915,-0.26074,-0.802451,10.5292,-2.02885,0.445188,-0.0295424
293,-5.99751,2.49107,-74.5554,-0.374363,-1.25588,10.5217,-1.966,0.596456,-0.0828057
294,-7.023,2.79416,-74.6497,-0.406576,-1.6185,10.6571,-1.95854,0.608173,-0.133938
295,-8.39738,3.19843,-74.8196,-0.386169,-1.76728,10.2206,-1.97026,0.664632,-0.173353
296,-9.56353,3.56523,-74.9942,-0.484156,-1.8177,9.77555,-2.02139,0.741331,-0.198919
297,-10.7843,3.9982,-75.1819,-0.669776,-1.85679,9.13227,-2.15881,0.857445,-0.169092
298,-11.953,4.43259,-75.3434,-1.04026,-1.93827,9.042,-2.28345,0.874489,-0.12009
299,-13.3005,4.89979,-75.4899,-1.24382,-1.97473,9.30708,-2.3676,0.771159,-0.056174
300,-14.9261,5.35655,-75.6088,-1.36443,-1.78095,9.12699,-2.38784,0.571954,0.000284962
301,-16.1371,5.62977,-75.6578,-1.52482,-1.94827,9.17664,-2.3921,0.467559,0.0482219
302,-17.4679,5.8961,-75.6822,-1.42095,-2.2947,9.17814,-2.34736,0.391925,0.092963
303,-18.6305,6.09642,-75.6835,-1.31578,-2.63831,9.31377,-2.23338,0.275811,0.10042
304,-20.1069,6.27481,-75.6676,-1.08239,-3.13055,9.6225,-2.12366,0.187394,0.0833756
305,-21.2808,6.38805,-75.66,-1.12924,-3.77274,10.1819,-2.02885,0.202308,0.0631356
306,-22.4115,6.50949,-75.688,-0.876193,-3.94667,10.2445,-1.93724,0.252375,0.0162639
307,-23.4983,6.64349,-75.7555,-0.879226,-4.15921,9.67192,-1.83923,0.320552,-0.0220856
308,-24.5697,6.82934,-75.8563,-1.41246,-4.12005,8.48252,-1.87545,0.396186,-0.0306077
309,-25.7061,7.03919,-75.9463,-1.57602,-4.51889,8.42169,-1.97985,0.329074,0.0279818
310,-26.992,7.17497,-75.9804,-1.54002,-4.85386,8.71776,-1.99156,0.0616928,0.0450261
311,-28.1159,7.18066,-75.9464,-1.36412,-4.65407,8.92555,-1.93191,-0.0895747,0.0524829
312,-28.8686,7.15623,-75.9108,-1.24095,-4.71586,9.17369,-1.85841,-0.0895747,0.0386345
313,-29.8011,7.12516,-75.8713,-1.05131,-4.94359,9.17865,-1.79875,-0.0704,0.0333082
314,-31.0593,7.07819,-75.8436,-0.847084,-5.15547,9.18174,-1.62192,-0.0363115,-0.00930242
315,-32.025,7.02023,-75.8461,-0.661017,-5.56057,9.75819,-1.51006,-0.0650737,-0.0551088
316,-32.8695,6.94222,-75.861,-0.52899,-5.88124,9.53476,-1.46426,-0.0469642,-0.088132
317,-33.7623,6.86946,-75.9186,-0.470611,-5.8823,9.37996,-1.38543,0.0393222,-0.126481
318,-34.5639,6.84977,-76.0117,-0.647424,-6.11577,8.40699,-1.39928,0.15224,-0.12009
319,-35.1643,6.88282,-76.0986,-1.00679,-6.03044,7.64537,-1.52072,0.261963,-0.0785446
320,-36.177,6.98373,-76.2258,-1.20543,-6.38798,7.86443,-1.5857,0.211895,-0.0199551
321,-37.3119,7.04963,-76.2695,-1.29505,-6.37771,8.17739,-1.64961,0.0201475,0.0343734
322,-38.2484,7.05189,-76.2294,-1.19746,-6.28216,8.34911,-1.64216,-0.0554863,0.0737882
323,-39.2607,7.05587,-76.1593,-1.31607,-6.4621,8.77518,-1.66879,-0.0448336,0.0993546
324,-40.1973,7.07726,-76.0975,-1.01305,-6.53542,8.72191,-1.69649,0.00736432,0.12066
325,-41.1327,7.11992,-76.0472,-0.99238,-6.30802,8.50044,-1.68264,0.0201475,0.113203
326,-42.0494,7.16541,-76.0167,-0.884948,-6.2672,8.35259,-1.63896,0.078737,0.0812451
327,-42.9342,7.22895,-76.0213,-0.865804,-6.46265,8.14966,-1.59209,0.144783,0.0556787
328,-43.7149,7.31005,-76.0711,-1.02211,-6.58276,8.17062,-1.5335,0.255571,0.0375692
329,-44.7309,7.44799,-76.1874,-1.19784,-6.67473,7.19872,-1.4845,0.310965,0.0151987
330,-45.6013,7.603,-76.3223,-1.35845,-6.51778,6.08171,-1.50474,0.397251,0.0365039
331,-46.3214,7.77101,-76.4501,-1.66298,-6.60364,5.74044,-1.51646,0.428144,0.0737882
332,-47.4465,8.02503,-76.6211,-1.97412,-6.97082,6.08047,-1.63363,0.341857,0.0844408
333,-48.4376,8.17933,-76.7061,-1.83167,-7.33097,6.35146,-1.74975,0.19059,0.0599398
334,-49.3665,8.25297,-76.7539,-1.62166,-7.27878,6.78428,-1.82751,0.136261,0.0130681
335,-50.3208,8.28346,-76.8012,-1.30662,-7.50411,6.59012,-1.87971,0.116021,-0.0369993
336,-51.7356,8.29885,-76.9011,-1.10957,-7.38472,6.77347,-1.96067,0.151175,-0.0977194
337,-52.8483,8.30133,-77.0023,-1.20622,-7.34977,6.62087,-1.97558,0.17035,-0.109437
338,-53.9589,8.29385,-77.1142,-1.24481,-7.4419,6.14211,-1.92978,0.171415,-0.137134
339,-55.0376,8.26845,-77.2284,-1.28633,-7.7338,6.02439,-1.86693,0.128804,-0.184006
340,-56.0739,8.21804,-77.3573,-1.39287,-8.0074,5.94386,-1.76786,0.162893,-0.225551
341,-57.0652,8.15939,-77.5248,-1.31953,-7.99026,5.69294,-1.67625,0.221482,-0.262835
342,-58.0029,8.10323,-77.726,-1.37248,-8.05933,5.70394,-1.58996,0.264093,-0.290532
343,-58.9028,8.04277,-77.9447,-1.43917,-8.21661,5.35917,-1.52604,0.277941,-0.294793
344,-59.8644,7.97691,-78.1866,-1.45888,-8.27852,5.19581,-1.48024,0.257701,-0.290532
345,-60.5433,7.92462,-78.343,-1.31306,-8.32527,5.22082,-1.45467,0.232135,-0.262835
346,-61.5226,7.86521,-78.5515,-1.47108,-8.29362,5.05264,-1.38969,0.209765,-0.218094
347,-62.2887,7.83107,-78.7032,-1.47281,-8.27372,5.07276,-1.30447,0.204438,-0.173353
348,-62.9869,7.81652,-78.8383,-1.4781,-8.42671,5.20216,-1.18942,0.202308,-0.133938
349,-63.6203,7.81757,-78.9715,-1.43985,-8.52436,4.92179,-1.07437,0.221482,-0.0945236
350,-64.1441,7.83854,-79.0839,-1.57388,-8.59681,4.41356,-0.965714,0.175676,-0.0476519
351,-64.6606,7.86147,-79.1581,-1.41162,-8.76582,4.14742,-0.841078,0.0936507,-0.0135635
352,-65.1627,7.8806,-79.1892,-1.14172,-8.88739,4.15763,-0.753727,0.0457138,0.0269166
353,-65.5795,7.90119,-79.1962,-0.88291,-9.13634,3.98031,-0.701529,0.0403875,0.056744
354,-66.0203,7.93686,-79.2051,-0.907431,-9.28418,3.95592,-0.675962,0.0627581,0.0748535
355,-66.4117,7.98407,-79.2234,-0.846676,-9.29072,4.10919,-0.669571,0.103238,0.101485
356,-66.7612,8.04916,-79.2515,-1.01606,-9.04513,4.03704,-0.671701,0.135196,0.12066
357,-67.1437,8.14191,-79.2948,-1.23209,-9.02804,3.89847,-0.649331,0.15011,0.139835
358,-67.511,8.24247,-79.3436,-1.19217,-8.9708,3.4942,-0.607785,0.15011,0.147291
359,-67.8703,8.36326,-79.4007,-1.49019,-8.89825,3.65253,-0.514042,0.146914,0.151552
360,-68.1838,8.49007,-79.457,-1.43025,-8.93382,3.49382,-0.447996,0.140522,0.148357
361,-68.4257,8.59707,-79.4998,-1.39881,-9.14452,3.34862,-0.391537,0.126674,0.151552
362,-68.6196,8.70426,-79.5502,-1.47812,-9.13811,3.32428,-0.259444,0.158632,0.147291
363,-68.7365,8.80851,-79.6059,-1.53474,-9.01971,3.25882,-0.12309,0.175676,0.153683
364,-68.7813,8.94437,-79.6829,-1.6951,-8.90086,3.40129,0.0430912,0.19272,0.164336
365,-68.7356,9.05332,-79.7367,-1.86295,-8.90953,3.35981,0.173053,0.168219,0.172858
366,-68.6101,9.17261,-79.7772,-1.89246,-9.05477,3.22856,0.343496,0.119217,0.173923
367,-68.2396,9.33089,-79.8154,-2.09464,-9.15469,3.47683,0.591702,0.0734107,0.125986
368,-67.8598,9.41115,-79.8358,-2.04087,-8.87993,3.66315,0.723795,0.0670191,0.0716577
369,-67.449,9.46115,-79.8557,-2.05469,-8.58706,3.61662,0.84417,0.0393222,0.0333082
370,-66.8583,9.48258,-79.8792,-2.07177,-8.50613,3.52682,1.02207,0.00629906,-0.031673
371,-66.1685,9.45132,-79.8841,-1.998,-8.4695,3.66938,1.15523,-0.0704,-0.0945236
372,-65.478,9.38015,-79.8741,-1.98757,-8.3915,3.92905,1.2266,-0.102358,-0.159505
373,-64.7512,9.27832,-79.8728,-1.89622,-8.37408,4.15644,1.26495,-0.0895747,-0.207442
374,-64.0117,9.16018,-79.8862,-1.83608,-8.08018,4.13256,1.28412,-0.0672042,-0.223421
375,-63.3464,9.05711,-79.9184,-1.78277,-8.10474,4.30754,1.28412,-0.0363115,-0.233008
376,-62.4413,8.92087,-79.9667,-1.67066,-8.48576,4.91227,1.30863,-0.018202,-0.228747
377,-61.6687,8.80249,-80.0162,-1.5108,-8.68331,5.20604,1.34804,0.0126906,-0.231943
378,-60.9564,8.70556,-80.092,-1.44038,-8.65516,5.2652,1.43113,0.110695,-0.236204
379,-60.0399,8.60839,-80.2294,-1.39723,-8.67215,4.815,1.54938,0.132,-0.240465
380,-59.215,8.53623,-80.3495,-1.36847,-8.15397,5.41496,1.64525,0.139457,-0.24153
381,-58.1416,8.45425,-80.4783,-1.53797,-8.34082,5.44283,1.75391,0.105369,-0.203181
382,-57.1206,8.39534,-80.5745,-1.5361,-8.37752,5.81955,1.80078,0.0553012,-0.173353
383,-55.9774,8.32059,-80.6436,-1.38298,-8.40467,5.86457,1.82315,0.0329307,-0.153113
384,-55.0297,8.26098,-80.695,-1.2829,-8.17636,5.65662,1.8583,0.0201475,-0.147787
385,-53.832,8.19656,-80.7461,-1.36627,-7.95253,5.71375,1.95844,-0.00648412,-0.112633
386,-52.8069,8.13676,-80.7573,-1.35183,-7.87408,5.87187,2.02874,-0.0853137,-0.0966541
387,-51.5084,8.03846,-80.7262,-1.41069,-7.89524,6.10627,2.09053,-0.170535,-0.092393
388,-50.2964,7.91439,-80.6716,-1.4017,-7.7736,6.35904,2.11823,-0.240842,-0.116894
389,-48.9505,7.74756,-80.6002,-1.36151,-7.59484,6.59374,2.11929,-0.268539,-0.145656
390,-47.7372,7.58753,-80.5493,-1.34302,-7.36698,6.93602,2.08946,-0.239777,-0.16057
391,-46.5342,7.43341,-80.52,-1.34938,-7.16637,7.11346,2.06603,-0.213145,-0.176549
392,-45.3298,7.27846,-80.4959,-1.39954,-7.01163,7.31647,2.06603,-0.23019,-0.170157
393,-44.135,7.12157,-80.4748,-1.28962,-7.01919,7.36217,2.06496,-0.195036,-0.164831
394,-42.9523,6.98333,-80.4693,-1.18942,-6.60773,7.48915,2.03833,-0.157752,-0.158439
395,-41.6625,6.86296,-80.4777,-1.27758,-6.50746,7.60339,2.02768,-0.133251,-0.14033
396,-40.4812,6.75246,-80.4829,-1.36912,-6.32601,7.82162,2.05751,-0.162013,-0.144591
397,-39.2842,6.62839,-80.4804,-1.37146,-6.07649,7.98851,2.06709,-0.19184,-0.143526
398,-38.0884,6.4981,-80.4685,-1.32444,-6.04027,8.04439,2.05111,-0.20995,-0.124351
399,-37.0344,6.38579,-80.455,-1.22713,-6.1469,8.35051,2.00424,-0.182253,-0.111568
400,-35.6607,6.26447,-80.4415,-1.0888,-5.83951,8.68286,1.95098,-0.123663,-0.0668267
401,-34.542,6.1966,-80.4311,-0.953997,-5.79646,8.93347,1.90411,-0.0618779,-0.0380646
402,-33.4567,6.16954,-80.4245,-0.805525,-5.45547,9.0448,1.81782,0.00842958,-0.0039761
403,-32.4231,6.20059,-80.4342,-0.775221,-5.16471,8.79288,1.75284,0.133066,0.0279818
404,-31.4186,6.28886,-80.4594,-0.920365,-5.01653,8.79582,1.71343,0.194851,0.0535482
405,-30.438,6.39928,-80.4793,-0.995467,-5.06943,8.96492,1.67295,0.193786,0.0759187
406,-29.4851,6.51749,-80.4862,-1.11107,-4.85849,8.92628,1.61223,0.189525,0.0950935
407,-28.4796,6.67052,-80.4829,-1.2488,-4.70131,8.89838,1.54724,0.208699,0.128117
408,-27.6013,6.81792,-80.4515,-1.44906,-4.43522,8.91197,1.48546,0.162893,0.176054
409,-26.7369,6.95133,-80.3877,-1.45295,-4.4337,8.98635,1.47694,0.106434,0.214403
410,-25.875,7.04941,-80.2927,-1.3641,-4.35179,9.05656,1.4812,0.0254738,0.227186
411,-25.1836,7.09941,-80.1987,-1.32252,-4.2921,9.16345,1.47907,-0.00328832,0.231447
412,-24.1477,7.14999,-80.0528,-1.259,-4.01479,9.16659,1.47694,-0.034181,0.210142
413,-23.2674,7.18082,-79.9382,-1.25024,-3.82086,9.15528,1.51955,-0.0128757,0.198424
414,-22.2766,7.21005,-79.8246,-1.33254,-3.582,9.43183,1.53553,-0.0235283,0.164336
415,-21.4752,7.23912,-79.7513,-1.26239,-3.38832,9.42338,1.49931,0.0350612,0.139835
416,-20.5171,7.31673,-79.6842,-1.31161,-3.21071,9.43079,1.46096,0.113891,0.138769
417,-19.6715,7.4332,-79.644,-1.30354,-3.20341,9.69357,1.42367,0.208699,0.130247
418,-18.8606,7.59502,-79.6173,-1.38427,-3.19637,9.56775,1.36721,0.285398,0.124921
419,-18.0858,7.80253,-79.607,-1.55103,-3.05458,9.54553,1.3246,0.35251,0.136639
420,-17.3284,8.0141,-79.5987,-1.50778,-3.07408,9.53034,1.331,0.317356,0.117464
421,-16.5623,8.18003,-79.5866,-1.63413,-2.96492,9.26629,1.35763,0.194851,0.104681
422,-15.8602,8.27824,-79.5663,-1.69061,-2.80146,9.25374,1.38,0.104303,0.0897672
423,-14.9143,8.33221,-79.5209,-1.68898,-2.63587,9.16255,1.36935,-0.0150062,0.0791145
424,-14.1347,8.31781,-79.4671,-1.69078,-2.53892,9.35364,1.34697,-0.12899,0.0887019
425,-13.594,8.2638,-79.4157,-1.61665,-2.33047,9.27818,1.32993,-0.215276,0.0993546
426,-12.5813,8.09547,-79.2958,-1.38269,-1.99227,9.69295,1.31502,-0.302628,0.112138
427,-11.8909,7.94969,-79.1913,-1.23563,-1.80043,9.87204,1.26708,-0.274931,0.150487
428,-11.0172,7.81132,-79.042,-1.10266,-1.78605,10.0717,1.17014,-0.148164,0.180315
429,-10.341,7.76595,-78.9195,-1.12521,-1.68348,10.0365,1.09983,-0.0490947,0.198424
430,-9.70227,7.76331,-78.7988,-1.22545,-1.64837,9.8767,1.05935,-0.018202,0.209077
431,-9.15142,7.76524,-78.6879,-1.4966,-1.57797,9.6214,1.01355,-0.0512252,0.213338
432,-8.50694,7.72773,-78.5413,-1.50276,-1.45241,9.59525,0.966675,-0.159882,0.22186
433,-7.94607,7.61977,-78.3937,-1.46604,-1.56662,9.67912,0.950696,-0.294105,0.225056
434,-7.39697,7.4509,-78.244,-1.41446,-1.47533,9.5976,0.942174,-0.368674,0.22186
435,-6.80347,7.23175,-78.0851,-1.33964,-1.16184,9.55375,0.912347,-0.393175,0.204816
436,-6.27352,7.00645,-77.9477,-1.26853,-1.15329,9.8629,0.891042,-0.449634,0.188837
437,-5.96328,6.85388,-77.8711,-1.17088,-1.35989,9.88185,0.887846,-0.500767,0.166466
438,-5.26061,6.4524,-77.7131,-1.11358,-1.17507,9.90974,0.851627,-0.528464,0.138769
439,-4.83047,6.18942,-77.6235,-1.03375,-0.90719,9.87999,0.807951,-0.511419,0.125986
440,-4.42177,5.94157,-77.5396,-1.07816,-0.797009,9.91038,0.752557,-0.462417,0.114268
441,-3.92484,5.66626,-77.4284,-1.06377,-0.564422,9.4552,0.646031,-0.402762,0.132378
442,-3.59815,5.45432,-77.3411,-1.07333,-0.584616,9.55124,0.585311,-0.479461,0.145161
443,-3.23407,5.12327,-77.2288,-1.06242,-0.595637,9.51114,0.538439,-0.627533,0.145161
444,-2.93756,4.74382,-77.1254,-1.04372,-0.725327,9.5516,0.491567,-0.751104,0.154748
445,-2.65758,4.29493,-77.0207,-0.802337,-0.664219,9.83003,0.485176,-0.83526,0.146226
446,-2.38084,3.82074,-76.9211,-0.591971,-0.561282,10.2723,0.475589,-0.824607,0.132378
447,-2.07765,3.32003,-76.8188,-0.404201,-0.370196,10.6629,0.458544,-0.747908,0.129182
448,-1.8373,2.95932,-76.7392,-0.244007,-0.170881,10.7295,0.436174,-0.615815,0.127051
449,-1.53466,2.5666,-76.6354,-0.20098,-0.325252,10.5031,0.42126,-0.481592,0.132378
450,-1.28891,2.31589,-76.5564,-0.240878,-0.242595,10.245,0.420195,-0.379327,0.125986
451,-1.04579,2.11842,-76.4879,-0.149475,-0.234075,10.4415,0.414868,-0.294105,0.111072
452,-0.802188,1.97059,-76.4315,-0.138853,-0.245503,10.4739,0.425521,-0.197166,0.0780493
453,-0.628842,1.89696,-76.4034,-0.222781,-0.142672,10.434,0.444696,-0.130055,0.0535482
454,-0.265441,1.77613,-76.3729,-0.137335,-0.0944205,10.3826,0.460675,-0.136446,0.0279818
455,-0.00317538,1.68462,-76.369,-0.214712,-0.116579,10.2674,0.455348,-0.163078,0.000284962
456,0.257508,1.56101,-76.3739,-0.0916256,-0.0789559,10.2679,0.462805,-0.220602,-0.0188898
457,0.502691,1.42893,-76.3871,0.00884571,-0.199847,10.1969,0.50009,-0.244038,-0.0369993
458,0.819341,1.26739,-76.4144,0.00163332,0.151098,10.4262,0.515003,-0.231255,-0.0423256
459,1.11845,1.13351,-76.4439,-0.00370718,0.16574,10.4355,0.52246,-0.196101,-0.0487172
460,1.45348,1.02583,-76.4781,0.0191202,0.229477,10.2635,0.54057,-0.103423,-0.0540435
461,1.76219,0.978801,-76.5117,-0.0818312,0.236656,10.2322,0.534178,-0.0554863,-0.0636309
462,2.05669,0.94341,-76.5436,-0.0599966,0.198502,10.1138,0.509677,-0.05016,-0.0572393
463,2.24949,0.923383,-76.5625,-0.156812,0.254754,10.0447,0.471327,-0.0448336,-0.0338035
464,2.57386,0.897647,-76.5802,-0.0753099,0.524169,10.053,0.398889,-0.0352463,-0.000780302
465,2.8109,0.861995,-76.5737,-0.129573,0.473805,9.97538,0.355214,-0.0576168,0.0301124
466,3.01029,0.830075,-76.5525,-0.207057,0.505313,9.99471,0.34243,-0.0480294,0.0524829
467,3.19758,0.801284,-76.5245,-0.0929516,0.563038,10.0227,0.313668,-0.0395073,0.056744
468,3.37722,0.775404,-76.4917,-0.085109,0.637243,10.0105,0.298755,-0.0437684,0.0620703
469,3.54578,0.744919,-76.4583,-0.0545214,0.630687,10.0264,0.278515,-0.0363115,0.061005
470,3.70107,0.727421,-76.4238,-0.00196247,0.668699,10.0532,0.24123,-0.00541885,0.0642008
471,3.84024,0.736327,-76.374,0.0039375,0.758913,10.1082,0.179445,0.074476,0.0780493
472,3.92034,0.795485,-76.3147,-0.0303632,0.6883,9.96491,0.0952892,0.165023,0.104681
473,3.95952,0.902762,-76.2381,-0.238282,0.628424,9.90903,0.0430912,0.209765,0.127051
474,3.9772,1.00821,-76.1614,-0.367375,0.632254,9.67684,0.0292428,0.204438,0.138769
475,3.99131,1.11546,-76.072,-0.378783,0.586938,9.73464,0.0292428,0.132,0.128117
476,4.01549,1.16869,-75.996,-0.385205,0.519297,9.85927,0.0643965,0.0254738,0.107877
477,4.04944,1.16549,-75.9427,-0.259496,0.471062,9.94434,0.0814407,-0.0267241,0.0823103
478,4.08558,1.15059,-75.9055,-0.194172,0.438009,10.2641,0.086767,-0.018202,0.0631356
479,4.1206,1.17892,-75.8734,-2.73331,-0.508811,10.738,0.0633312,0.0712802,0.0226555
480,4.14695,1.21393,-75.8653,-0.127672,1.01294,10.5577,0.114464,0.235331,0.0290471
481,4.22594,1.38765,-75.8453,0.297983,0.989152,10.6465,0.102746,0.439862,0.0130681
482,4.2823,1.68349,-75.8108,0.214839,0.764883,10.6857,0.0729186,0.667828,0.020525
483,4.3185,2.10595,-75.7613,0.0838065,0.460087,10.8064,0.0782449,0.878751,0.0183945
484,4.35273,2.64327,-75.7159,-0.0102794,0.477278,10.8875,0.0920934,1.07156,-0.0124982
485,4.39583,3.34651,-75.6661,-0.209907,0.611514,10.4759,0.0761144,1.22816,-0.0124982
486,4.41747,4.05792,-75.6158,-0.36843,0.489947,10.1325,0.0111333,1.30805,-0.00504136
487,4.3934,4.79318,-75.5548,-0.557737,0.624882,9.85497,-0.0751531,1.30699,0.0183945
488,4.32529,5.52745,-75.4793,-0.847382,1.02528,9.43567,-0.20405,1.31657,0.0492871
489,4.18039,6.35289,-75.3686,-1.14827,1.02905,9.26361,-0.346796,1.32616,0.097224
490,3.99598,7.11067,-75.2485,-1.40106,0.887664,9.44331,-0.395798,1.32297,0.123856
491,3.80365,7.8741,-75.1263,-1.53734,0.851471,9.58612,-0.367036,1.3251,0.118529
492,3.63031,8.62586,-75.0135,-1.65263,0.662873,9.60423,-0.320164,1.28355,0.105746
493,3.47905,9.3502,-74.9209,-1.80981,0.475137,9.71532,-0.249856,1.22496,0.0684619
494,3.36682,10.027,-74.8578,-1.96881,0.392358,9.57166,-0.164635,1.11098,0.0290471
495,3.29606,10.7099,-74.8227,-1.95903,0.250545,9.5632,-0.0538479,1.02895,-0.0284772
496,3.28326,11.2959,-74.8174,-2.08521,0.319631,9.64143,0.0324386,0.976755,-0.0636309
497,3.30875,11.8669,-74.8312,-2.10899,0.294854,9.67054,0.0974197,0.996995,-0.0870667
498,3.35044,12.3914,-74.8498,-2.14762,0.353359,9.50289,0.103811,1.02043,-0.0998499
499,3.39628,13.0479,-74.8731,-2.15681,0.592884,9.55559,0.062266,1.03215,-0.0987846
500,3.41264,13.6487,-74.8897,-2.22604,0.596076,9.7178,0.0185901,1.07902,-0.0934583
501,3.41813,14.2173,-74.905,-2.34264,0.523064,9.83832,0.0217859,1.15359,-0.0902625
502,3.4343,15.0228,-74.9317,-2.37855,0.546086,9.82988,0.0558744,1.193,-0.110503
503,3.46175,15.6184,-74.9579,-2.50419,0.633883,9.80674,0.0771797,1.144,-0.123286
504,3.50461,16.3111,-74.9938,-2.79212,0.478971,9.70219,0.0888976,1.0673,-0.123286
505,3.53886,16.8389,-75.0236,-2.79159,0.499465,9.60627,0.0931586,0.99806,-0.12009
506,3.57508,17.4591,-75.0566,-2.93389,0.520837,9.55564,0.0697228,0.992734,-0.100915
507,3.60725,18.0814,-75.0755,-2.93654,0.586924,9.43835,0.0516133,1.01297,-0.0849362
508,3.63144,18.6579,-75.0822,-3.14104,0.798397,9.50777,0.0132638,1.03747,-0.0689572
509,3.63431,19.2679,-75.0721,-3.24287,0.657214,9.40645,-0.0325426,1.10778,-0.0476519
510,3.62248,19.9341,-75.0523,-3.39396,0.425415,9.25611,-0.0272162,1.19833,-0.0401951
511,3.62416,20.5692,-75.0396,-3.60442,0.337624,9.33599,0.0335038,1.23561,-0.0583046
512,3.67014,21.3311,-75.0413,-3.73552,0.508068,9.48756,0.130443,1.15252,-0.0838709
513,3.76819,22.015,-75.0528,-3.81276,0.611689,9.5872,0.18051,1.02682,-0.0902625
514,3.88265,22.5765,-75.0587,-3.9467,0.742099,9.45935,0.205011,0.925622,-0.067892
515,4.00475,23.071,-75.0575,-4.0143,0.581715,9.34296,0.209272,0.826553,-0.0476519
516,4.12372,23.5361,-75.0476,-4.00482,0.639484,9.33966,0.197555,0.821226,-0.0348688
517,4.23537,24.01,-75.0277,-4.01249,0.637288,9.4503,0.177315,0.854249,-0.0263466
518,4.33984,24.503,-74.9983,-4.03483,0.738361,9.35891,0.143226,0.913904,-0.0263466
519,4.44395,25.1088,-74.9559,-4.07495,0.649401,9.28441,0.132573,1.03641,-0.0231509
520,4.53256,25.7177,-74.9169,-4.40497,0.696839,9.26169,0.129378,1.11204,-0.0263466
521,4.61395,26.3022,-74.88,-4.37157,0.768816,9.17301,0.126182,1.16318,-0.0306077
522,4.70626,27.0156,-74.8295,-4.4925,0.778277,9.1764,0.0931586,1.144,-0.0124982
523,4.76964,27.6685,-74.7795,-4.60889,0.599726,9.03147,0.0643965,1.18129,-0.015694
524,4.81083,28.211,-74.7354,-4.68581,0.57823,8.79843,0.0580049,1.21431,-0.0167593
525,4.87403,29.0396,-74.6758,-4.8204,0.643112,8.70997,0.0675923,1.193,-0.0284772
526,4.93409,29.7045,-74.6343,-5.01553,0.800974,8.58128,0.0761144,1.13015,-0.0412603
527,5.01804,30.3906,-74.5914,-4.97251,1.0206,8.6368,0.082506,1.06943,-0.0380646
528,5.0919,31.0019,-74.5485,-5.12617,0.966232,8.56942,0.0612007,1.095,-0.0391298
529,5.15731,31.6439,-74.505,-5.35541,0.921925,8.45411,0.0526786,1.12696,-0.0412603
530,5.22144,32.2782,-74.4636,-5.53099,0.805119,8.32852,0.0612007,1.05985,-0.0380646
531,5.2805,32.8673,-74.4252,-5.59798,0.842951,8.44927,0.0643965,0.986342,-0.0252814
532,5.34506,33.4063,-74.3808,-5.67058,0.942548,8.27511,0.0590702,0.89686,-0.0167593
533,5.4181,33.9001,-74.3295,-5.67229,0.967872,8.29889,0.0675923,0.841466,-0.0039761
